date,title,amount
2024-12-27,CHESSFLIX TREINAMENTOS ONLINE LTDA,381.12
2024-12-27,Tesouro Nacional,163.02
2024-12-26,Google Inner Circle D,39.90
2024-12-19,Desconto Antecipação Glx *Comunidade Ds,-24.33
2024-12-19,Pagamento recebido,-317.20
2024-12-19,Pagamento recebido,-223.86
2024-12-19,Ebn *Canva - Parcela 6/12,24.16
2024-12-19,Glx *Comunidade Ds - Parcela 3/10,199.70
2024-12-19,Glx *Comunidade Ds - Parcela 2/10,199.70
2024-12-19,Glx *Comunidade Ds - Parcela 4/10,199.70
